Age,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Day,Month,Duration,Campaign,P-days,Previous,P-outcome,Y
54,N/A,Married,N/A,No,895,No,No,Cellular,7,October,335,1,-1,0,N/A,Yes
36,Unemployed,Married,Secondary,No,-129,Yes,No,Cellular,29,July,121,3,-1,0,N/A,No
30,Admin.,Married,Secondary,No,0,No,No,Cellular,15,July,127,5,-1,0,N/A,No
27,Technician,Single,Secondary,No,158,No,No,N/A,1,July,650,2,-1,0,N/A,Yes
30,Admin.,Married,Secondary,No,122,Yes,No,N/A,16,May,107,1,-1,0,N/A,No
30,Blue-collar,Married,Secondary,No,673,Yes,No,N/A,20,May,610,2,-1,0,N/A,No
35,Technician,Divorced,Secondary,No,0,No,No,Cellular,25,August,124,4,-1,0,N/A,No
33,Services,Divorced,Secondary,No,411,Yes,No,N/A,8,May,216,1,-1,0,N/A,No
43,Blue-collar,Divorced,Primary,No,-97,Yes,Yes,Cellular,31,July,747,4,-1,0,N/A,No
41,Blue-collar,Married,Secondary,No,-217,Yes,No,Cellular,11,May,313,1,349,3,other,No
41,Management,Divorced,Tertiary,No,5037,No,No,Cellular,23,April,252,9,185,5,other,Yes
46,Admin.,Divorced,Secondary,No,2232,No,No,Cellular,13,February,121,1,-1,0,N/A,Yes
54,Blue-collar,Married,Secondary,No,-932,Yes,No,N/A,7,May,799,1,-1,0,N/A,No
32,Management,Married,Tertiary,No,913,Yes,No,Cellular,23,June,883,1,674,4,Failure,No
30,Technician,Single,Tertiary,No,236,Yes,No,N/A,16,May,197,1,-1,0,N/A,No
40,Entrepreneur,Married,Primary,No,0,Yes,No,Cellular,11,July,271,2,-1,0,N/A,No
30,Blue-collar,Married,Primary,No,2581,No,No,N/A,12,May,221,2,-1,0,N/A,No
27,Admin.,Married,Secondary,No,639,No,Yes,Cellular,14,July,243,3,-1,0,N/A,No
41,Blue-collar,Married,Primary,No,849,Yes,No,N/A,15,May,72,1,-1,0,N/A,No
54,Services,Married,Secondary,No,386,Yes,No,Cellular,2,August,155,2,-1,0,N/A,No
32,Management,Single,Tertiary,No,1218,Yes,No,Telephone,28,January,70,2,-1,0,N/A,No
31,Management,Married,Tertiary,No,2603,Yes,No,Cellular,11,February,280,4,-1,0,N/A,Yes
42,Blue-collar,Married,Secondary,No,-921,Yes,No,N/A,26,May,115,2,-1,0,N/A,No
48,Admin.,Married,Primary,No,607,No,No,N/A,20,June,29,2,-1,0,N/A,No
34,Blue-collar,Married,Primary,No,79,Yes,No,Cellular,14,May,406,2,-1,0,N/A,No
55,Technician,Divorced,Secondary,No,61,Yes,Yes,Cellular,25,August,113,3,-1,0,N/A,No
49,Technician,Married,Secondary,No,1091,No,No,Telephone,30,July,47,2,-1,0,N/A,No
46,Management,Divorced,Tertiary,No,743,No,No,N/A,5,June,36,2,-1,0,N/A,No
47,Entrepreneur,Married,N/A,No,209,Yes,No,N/A,6,May,135,2,-1,0,N/A,No
24,Management,Single,Tertiary,No,172,No,No,Cellular,3,July,67,2,-1,0,N/A,No
58,Entrepreneur,Married,Secondary,No,2,No,No,N/A,16,June,684,1,-1,0,N/A,No
32,Management,Single,Tertiary,No,41,No,No,Cellular,21,August,686,5,-1,0,N/A,Yes
25,Student,Single,Secondary,No,1116,Yes,No,Cellular,2,March,170,3,-1,0,N/A,No
49,Blue-collar,Married,Secondary,No,-55,No,No,N/A,17,June,150,3,-1,0,N/A,No
59,Retired,Divorced,Secondary,No,5845,No,No,Cellular,14,May,1060,2,-1,0,N/A,Yes
30,Management,Single,Tertiary,No,329,Yes,No,N/A,6,June,122,16,-1,0,N/A,No
46,Blue-collar,Married,Secondary,No,494,Yes,No,N/A,26,May,724,1,-1,0,N/A,No
42,Management,Married,N/A,No,1519,No,No,Cellular,19,October,230,1,92,1,Success,Yes
37,Entrepreneur,Married,Tertiary,No,2685,No,No,N/A,20,June,187,2,-1,0,N/A,No
44,Blue-collar,Married,Primary,No,-14,Yes,Yes,N/A,19,May,179,4,-1,0,N/A,No
49,Services,Married,Secondary,No,5673,No,Yes,Cellular,4,August,357,3,-1,0,N/A,No
41,Blue-collar,Married,Secondary,No,1459,No,No,N/A,5,June,82,1,-1,0,N/A,No
48,Technician,Married,Tertiary,No,0,No,No,Telephone,26,August,176,15,-1,0,N/A,No
31,Management,Married,Secondary,No,625,Yes,No,Cellular,7,April,424,1,138,1,Failure,No
37,Student,Married,N/A,No,0,No,No,N/A,18,June,115,1,-1,0,N/A,No
51,Services,Married,Secondary,No,867,Yes,No,Cellular,3,February,177,2,211,3,Failure,No
80,Retired,Married,Secondary,No,8304,No,No,Telephone,9,June,712,1,64,12,Failure,Yes
32,Management,Single,Tertiary,No,151,Yes,No,N/A,6,May,118,1,-1,0,N/A,No
48,Services,Married,Primary,Yes,-583,Yes,No,N/A,2,June,25,7,-1,0,N/A,No
49,Blue-collar,Married,Tertiary,No,1784,No,No,N/A,12,June,753,1,-1,0,N/A,No
30,Management,Married,Tertiary,No,3134,Yes,No,Cellular,17,July,124,1,-1,0,N/A,No
27,Self-employed,Single,Secondary,No,49,Yes,No,Cellular,30,January,208,2,-1,0,N/A,No
34,Technician,Married,Secondary,No,-346,No,No,Cellular,13,August,136,4,-1,0,N/A,No
49,Management,Married,Secondary,No,1623,Yes,No,Cellular,19,November,1081,2,-1,0,N/A,Yes
48,Management,Married,Tertiary,No,60,No,No,Telephone,7,May,376,2,339,7,Failure,No
40,Services,Married,Secondary,No,17,No,No,Cellular,4,June,78,1,-1,0,N/A,No
38,Blue-collar,Married,Secondary,No,2008,Yes,No,Cellular,18,November,354,1,-1,0,N/A,No
46,Blue-collar,Married,Primary,No,91,Yes,No,Cellular,6,May,29,1,356,2,Failure,No
41,Entrepreneur,Married,Tertiary,No,171,Yes,No,Cellular,19,November,209,1,191,4,Failure,No
28,Management,Single,Tertiary,No,1027,Yes,No,Cellular,14,May,433,1,-1,0,N/A,No
51,Services,Married,N/A,No,5801,Yes,No,N/A,29,May,147,2,-1,0,N/A,No
33,Blue-collar,Divorced,Primary,No,142,Yes,No,Telephone,11,May,41,2,300,5,Failure,No
26,Management,Single,Tertiary,No,205,No,No,N/A,26,May,111,1,-1,0,N/A,No
34,Admin.,Single,Secondary,No,852,No,No,Cellular,14,April,108,2,-1,0,N/A,No
27,Blue-collar,Married,Secondary,Yes,-584,Yes,No,Cellular,7,May,411,2,-1,0,N/A,No
42,Self-employed,Married,Secondary,No,97,No,No,Cellular,10,July,108,2,-1,0,N/A,No
45,Admin.,Married,Secondary,No,204,Yes,No,Cellular,3,June,224,2,-1,0,N/A,Yes
31,Technician,Single,Secondary,No,628,Yes,No,N/A,12,May,1083,2,-1,0,N/A,No
32,Management,Single,Tertiary,No,311,No,No,N/A,12,May,757,2,-1,0,N/A,Yes
39,Blue-collar,Married,Primary,No,1564,No,No,N/A,17,June,57,1,-1,0,N/A,No
26,Blue-collar,Single,Secondary,No,856,Yes,Yes,Cellular,30,July,95,5,-1,0,N/A,No
40,Management,Single,Tertiary,No,1509,No,No,Cellular,15,March,144,2,124,1,Failure,No
52,Services,Married,Secondary,No,-888,No,No,Cellular,16,July,135,1,-1,0,N/A,No
40,Technician,Single,Tertiary,No,226,No,No,Cellular,15,January,176,2,-1,0,N/A,No
48,Technician,Married,Secondary,No,127,No,Yes,Cellular,7,August,524,5,-1,0,N/A,No
31,Services,Married,Secondary,No,413,Yes,No,N/A,13,May,65,1,-1,0,N/A,No
27,Admin.,Married,Secondary,No,710,Yes,Yes,Cellular,6,May,653,1,334,2,Success,Yes
47,Technician,Married,Secondary,No,1233,Yes,No,N/A,11,September,91,1,100,2,other,Yes
28,Management,Single,Secondary,No,171,No,No,Cellular,10,March,93,1,-1,0,N/A,Yes
40,Management,Divorced,Tertiary,No,69,Yes,No,Cellular,6,May,503,2,280,2,Failure,No
34,Admin.,Married,Secondary,No,1499,Yes,No,Cellular,13,April,186,1,327,2,Failure,No
29,Self-employed,Married,Tertiary,No,751,Yes,No,N/A,23,May,121,2,-1,0,N/A,No
36,Management,Married,Tertiary,No,61,No,Yes,Cellular,19,August,452,2,-1,0,N/A,No
83,Retired,Married,Primary,No,425,No,No,Telephone,22,June,883,1,140,1,Failure,Yes
55,Services,Divorced,Primary,No,2923,Yes,No,N/A,15,May,104,2,-1,0,N/A,No
43,Management,Divorced,Tertiary,No,99,No,No,Cellular,29,January,24,3,-1,0,N/A,No
23,Student,Single,Secondary,No,1021,No,No,Telephone,19,June,79,9,-1,0,N/A,No
44,Technician,Married,Tertiary,No,1146,No,No,Cellular,4,July,178,2,-1,0,N/A,No
58,Blue-collar,Married,Primary,No,781,Yes,No,Cellular,15,May,74,2,-1,0,N/A,No
29,Admin.,Single,Secondary,No,1448,No,No,Cellular,10,March,217,1,184,7,other,No
30,Management,Single,Tertiary,No,604,No,Yes,Cellular,2,February,475,1,-1,0,N/A,No
29,Admin.,Single,Secondary,No,-194,Yes,No,Cellular,7,May,127,1,-1,0,N/A,No
41,Technician,Married,Secondary,No,0,No,No,Cellular,11,March,101,1,-1,0,N/A,No
35,Housemaid,Married,Primary,No,0,Yes,No,Cellular,14,July,340,3,-1,0,N/A,No
31,Technician,Single,Secondary,No,1014,Yes,No,Cellular,23,July,158,4,-1,0,N/A,No
27,Admin.,Single,Tertiary,No,73,No,No,Cellular,29,January,242,1,-1,0,N/A,No
47,Services,Married,Secondary,No,2597,Yes,No,N/A,16,May,323,1,-1,0,N/A,No
53,Self-employed,Married,Tertiary,No,2627,Yes,Yes,N/A,16,June,18,30,-1,0,N/A,No
34,Management,Married,Tertiary,No,1906,Yes,No,Cellular,14,July,68,3,-1,0,N/A,No
34,Blue-collar,Married,Primary,No,-319,Yes,Yes,Cellular,9,July,134,4,-1,0,N/A,No
36,Management,Married,Tertiary,No,-296,Yes,No,Cellular,14,May,113,3,-1,0,N/A,No
40,Technician,Married,Secondary,No,169,Yes,No,Cellular,18,August,43,4,-1,0,N/A,No
37,Self-employed,Single,Tertiary,No,556,No,No,N/A,17,June,200,2,-1,0,N/A,No
65,Retired,Divorced,N/A,No,300,No,No,Cellular,2,August,245,2,-1,0,N/A,No
53,Technician,Divorced,Secondary,No,751,Yes,No,N/A,16,May,343,4,-1,0,N/A,No
28,Technician,Single,Secondary,No,126,No,No,Cellular,3,March,229,1,-1,0,N/A,No
33,Technician,Divorced,Tertiary,No,-386,Yes,No,N/A,23,May,530,1,-1,0,N/A,No
56,Blue-collar,Married,Primary,No,379,No,No,Cellular,13,August,58,5,-1,0,N/A,No
45,Self-employed,Married,Secondary,No,706,No,No,Cellular,30,April,78,2,176,1,Success,No
39,Technician,Married,Secondary,No,9121,No,No,N/A,5,June,147,1,-1,0,N/A,No
28,Management,Single,Tertiary,No,1466,Yes,No,Cellular,25,July,40,1,-1,0,N/A,No
36,Blue-collar,Married,Primary,No,0,Yes,No,Cellular,18,November,618,2,-1,0,N/A,No
41,Blue-collar,Married,Primary,No,951,Yes,No,Cellular,20,April,23,4,-1,0,N/A,No
46,Admin.,Married,Secondary,No,368,No,No,Cellular,20,August,293,1,90,4,other,Yes
41,Blue-collar,Married,Secondary,No,121,Yes,No,Cellular,13,May,16,6,176,5,other,No
59,Services,Married,Secondary,No,204,No,No,Cellular,23,July,286,2,-1,0,N/A,No
24,Admin.,Married,Secondary,No,299,Yes,No,Cellular,6,May,209,1,321,1,Failure,No
34,Management,Married,Tertiary,No,4170,Yes,No,N/A,21,May,935,1,-1,0,N/A,No
40,Blue-collar,Married,Primary,No,-335,Yes,No,N/A,27,May,260,1,-1,0,N/A,No
42,Admin.,Married,Secondary,No,3165,Yes,No,N/A,16,June,298,4,-1,0,N/A,No
50,Services,Married,Secondary,No,254,Yes,No,Cellular,15,April,397,2,337,1,Failure,No
25,Management,Single,Tertiary,No,553,Yes,No,Cellular,17,September,113,4,479,1,Failure,No
51,Services,Divorced,Secondary,No,518,Yes,No,Telephone,17,November,76,1,-1,0,N/A,No
50,Management,Married,Tertiary,No,85,No,Yes,Cellular,1,June,141,1,-1,0,N/A,No
37,Blue-collar,Married,N/A,No,603,Yes,No,N/A,23,May,773,2,-1,0,N/A,No
21,Services,Single,Secondary,No,361,No,No,Telephone,5,June,329,1,95,1,other,No
52,Blue-collar,Married,Secondary,No,-98,Yes,No,N/A,7,May,423,1,-1,0,N/A,No
55,Retired,Married,Primary,No,4424,No,No,Cellular,5,August,67,4,-1,0,N/A,No
26,Technician,Single,Secondary,No,2610,Yes,Yes,N/A,2,June,626,1,-1,0,N/A,No
38,Technician,Married,Tertiary,No,3234,No,No,Cellular,18,November,578,2,-1,0,N/A,Yes
32,Blue-collar,Married,Secondary,No,687,Yes,No,N/A,9,May,61,1,-1,0,N/A,No
31,Blue-collar,Married,Secondary,No,631,Yes,No,N/A,23,May,248,4,-1,0,N/A,No
34,Technician,Single,Secondary,No,341,No,Yes,Cellular,29,January,136,1,262,3,Failure,No
33,Technician,Single,Tertiary,No,316,No,No,Cellular,21,August,126,3,-1,0,N/A,No
35,Technician,Married,Secondary,No,2,No,No,Telephone,28,January,653,3,-1,0,N/A,No
44,Management,Married,N/A,No,415,Yes,No,Telephone,14,May,7,7,-1,0,N/A,No
48,Management,Divorced,Tertiary,No,507,Yes,No,Cellular,9,April,528,1,-1,0,N/A,No
29,Blue-collar,Married,Secondary,No,912,Yes,No,Cellular,13,May,785,1,-1,0,N/A,No
50,Management,Married,Tertiary,No,0,No,No,Cellular,9,July,243,5,-1,0,N/A,No
37,Blue-collar,Married,Primary,No,37,Yes,No,Cellular,13,May,24,2,362,1,other,No
44,Admin.,Single,Secondary,No,2524,No,No,N/A,19,June,82,1,-1,0,N/A,No
36,Unemployed,Single,Tertiary,No,9019,Yes,No,N/A,11,June,952,3,-1,0,N/A,No
49,Blue-collar,Divorced,N/A,No,39,Yes,No,Cellular,13,May,27,5,-1,0,N/A,No
31,Blue-collar,Married,Secondary,No,0,Yes,No,N/A,5,May,143,1,-1,0,N/A,No
49,Technician,Divorced,Secondary,No,265,Yes,No,N/A,12,May,274,6,-1,0,N/A,No
35,Blue-collar,Single,Secondary,No,0,Yes,No,Cellular,16,April,1174,1,345,4,other,Yes
57,Admin.,Divorced,N/A,No,4012,No,No,Cellular,20,November,915,1,-1,0,N/A,No
42,Blue-collar,Married,Primary,No,1520,Yes,No,Cellular,5,February,115,1,-1,0,N/A,No
36,Blue-collar,Divorced,Secondary,No,-140,Yes,No,N/A,26,May,222,2,-1,0,N/A,No
75,Retired,Divorced,Primary,No,852,No,No,Cellular,15,March,341,1,-1,0,N/A,No
38,Blue-collar,Single,Secondary,No,578,Yes,No,N/A,21,May,112,2,-1,0,N/A,No
40,Blue-collar,Married,Primary,Yes,0,Yes,No,N/A,6,May,64,2,-1,0,N/A,No
38,Services,Single,Secondary,No,2253,Yes,No,Cellular,13,May,937,3,-1,0,N/A,Yes
34,Management,Single,Tertiary,No,1171,Yes,No,Cellular,10,July,129,1,-1,0,N/A,No
29,Technician,Single,Tertiary,No,452,Yes,No,Cellular,11,May,59,1,-1,0,N/A,No
28,Admin.,Married,Secondary,No,-97,Yes,No,Cellular,29,January,79,1,225,2,Success,No
79,Retired,Married,Secondary,No,4738,No,No,Telephone,9,July,151,5,-1,0,N/A,No
51,Admin.,Divorced,Secondary,No,467,Yes,No,N/A,19,May,83,1,-1,0,N/A,No
32,Student,Single,Tertiary,No,0,No,No,Cellular,6,August,101,5,3,6,other,No
36,Management,Married,Tertiary,No,495,No,No,Cellular,5,August,157,3,97,2,Success,Yes
38,Entrepreneur,Married,Secondary,No,157,No,Yes,Cellular,15,May,57,11,366,1,other,No
49,Self-employed,Married,Secondary,No,358,Yes,Yes,N/A,13,May,176,3,-1,0,N/A,No
42,Services,Married,Secondary,No,292,Yes,No,Cellular,11,May,222,3,-1,0,N/A,No
43,Blue-collar,Married,Primary,No,7343,Yes,No,N/A,2,June,217,4,-1,0,N/A,No
34,Blue-collar,Married,Secondary,No,-563,Yes,No,N/A,26,May,252,1,-1,0,N/A,No
59,Retired,Single,Secondary,No,351,Yes,No,N/A,27,May,1063,5,-1,0,N/A,Yes
35,N/A,Married,Primary,No,365,No,No,Cellular,29,August,41,2,-1,0,N/A,No
33,Blue-collar,Single,Secondary,No,13494,Yes,No,N/A,20,June,27,25,-1,0,N/A,No
34,Admin.,Single,Secondary,No,846,Yes,No,Cellular,17,April,758,2,-1,0,N/A,No
64,Retired,Married,Secondary,No,1574,No,No,Telephone,29,July,301,3,-1,0,N/A,Yes
34,Entrepreneur,Married,Tertiary,No,-28,Yes,No,Cellular,16,July,574,1,-1,0,N/A,No
77,Retired,Married,Tertiary,No,0,No,No,Cellular,16,October,847,1,60,1,Success,Yes
57,Retired,Married,Primary,No,2927,No,Yes,Telephone,30,July,78,5,-1,0,N/A,No
30,Blue-collar,Married,Secondary,No,501,Yes,Yes,N/A,27,May,514,1,-1,0,N/A,No
56,Housemaid,Divorced,Primary,Yes,1238,No,No,N/A,5,June,1558,1,-1,0,N/A,Yes
49,N/A,Married,N/A,No,301,No,No,Cellular,14,August,789,2,-1,0,N/A,No
73,Retired,Married,Primary,No,1388,No,No,Cellular,20,July,146,3,190,3,Success,No
39,Technician,Single,Secondary,No,102,Yes,No,Cellular,14,August,272,2,-1,0,N/A,No
57,Technician,Divorced,Primary,No,13,Yes,No,Cellular,8,May,323,2,368,2,Failure,No
32,Self-employed,Married,Secondary,No,413,Yes,No,Cellular,11,July,712,2,-1,0,N/A,No
32,Technician,Single,Tertiary,No,4665,Yes,No,N/A,21,May,860,2,-1,0,N/A,Yes
45,Admin.,Married,Secondary,No,638,Yes,No,Cellular,20,August,75,9,-1,0,N/A,No
32,Blue-collar,Married,Secondary,No,101,Yes,No,N/A,19,May,191,4,-1,0,N/A,No
31,Management,Married,Tertiary,No,1224,Yes,Yes,Cellular,24,July,1441,2,-1,0,N/A,Yes
49,Self-employed,Married,Secondary,No,1103,No,No,Cellular,12,August,428,2,-1,0,N/A,No
29,Services,Married,Secondary,No,3748,No,No,Cellular,28,May,322,3,-1,0,N/A,No
55,Technician,Married,Secondary,No,955,Yes,No,Cellular,29,January,104,1,-1,0,N/A,No
30,Admin.,Married,Secondary,No,518,Yes,No,Cellular,8,May,127,1,-1,0,N/A,No
45,Services,Single,Primary,No,1893,Yes,No,N/A,3,June,1259,6,-1,0,N/A,Yes
39,Technician,Married,Tertiary,No,14,No,No,Cellular,28,January,114,2,-1,0,N/A,No
36,Admin.,Married,Secondary,No,-423,Yes,Yes,N/A,13,May,106,1,-1,0,N/A,No
33,Management,Married,Tertiary,No,3696,No,No,Cellular,19,November,305,1,182,3,Failure,No
36,Management,Married,Tertiary,No,2987,Yes,No,Cellular,12,August,307,1,-1,0,N/A,Yes
31,Technician,Single,Secondary,No,433,No,No,Cellular,11,August,1504,2,-1,0,N/A,No
36,Technician,Married,N/A,No,756,No,No,Cellular,11,July,396,3,-1,0,N/A,No
38,Technician,Single,Tertiary,No,0,Yes,No,Cellular,1,June,71,1,-1,0,N/A,No
33,N/A,Married,Secondary,No,2727,No,No,Cellular,6,August,205,3,-1,0,N/A,No
40,Technician,Married,Secondary,No,93,Yes,No,N/A,13,May,134,2,-1,0,N/A,No
31,Blue-collar,Married,Secondary,No,1766,No,Yes,Cellular,5,June,166,2,-1,0,N/A,Yes
39,Services,Married,Secondary,No,124,Yes,No,Cellular,31,July,81,5,-1,0,N/A,No
33,Admin.,Married,Tertiary,No,69,No,Yes,Cellular,4,May,77,2,-1,0,N/A,No
53,Services,Divorced,Secondary,No,0,No,No,Cellular,12,March,80,2,-1,0,N/A,Yes
38,Management,Married,Tertiary,No,0,Yes,No,Cellular,13,May,537,5,303,2,Failure,No
59,Technician,Married,Secondary,No,259,No,No,Cellular,15,June,415,1,89,1,Success,Yes
55,Blue-collar,Married,Primary,No,4103,No,No,Cellular,19,November,291,1,-1,0,N/A,No
38,Technician,Single,Tertiary,No,744,Yes,No,Cellular,14,May,283,1,288,12,other,No
48,Services,Married,Secondary,No,116,Yes,No,Telephone,20,April,70,4,-1,0,N/A,No
53,Blue-collar,Married,Secondary,No,70,Yes,No,N/A,5,May,611,2,-1,0,N/A,No
44,Admin.,Divorced,Secondary,No,432,No,No,Cellular,9,February,132,3,-1,0,N/A,No
57,Management,Married,Tertiary,No,1172,No,No,N/A,18,June,26,1,-1,0,N/A,No
29,Blue-collar,Single,Secondary,No,9,Yes,No,Cellular,11,May,262,3,-1,0,N/A,No
31,Services,Married,Secondary,No,428,Yes,No,N/A,21,May,272,1,-1,0,N/A,No
35,Technician,Single,Tertiary,No,7546,Yes,No,Cellular,28,December,137,1,122,3,Failure,No
31,Blue-collar,Married,Primary,No,620,No,No,Cellular,30,March,95,1,-1,0,N/A,No
35,Self-employed,Married,Tertiary,No,8647,No,No,Cellular,19,November,140,2,-1,0,N/A,No
40,Management,Single,Secondary,No,192,Yes,No,N/A,16,May,71,11,-1,0,N/A,No
39,Blue-collar,Married,Secondary,No,0,Yes,No,Cellular,7,May,502,1,7,2,Failure,No
43,Technician,Single,Tertiary,No,27733,Yes,No,N/A,3,June,164,7,-1,0,N/A,No
44,Entrepreneur,Married,Primary,No,276,Yes,Yes,N/A,15,May,219,1,-1,0,N/A,No
29,Technician,Single,Secondary,No,113,No,No,Cellular,12,February,328,2,183,4,Success,Yes
40,Technician,Married,Secondary,No,782,Yes,No,N/A,14,May,224,2,-1,0,N/A,No
33,Entrepreneur,Married,Primary,No,82,Yes,No,Cellular,18,November,63,2,-1,0,N/A,No
46,Management,Married,Tertiary,No,1008,No,No,Cellular,29,August,24,13,-1,0,N/A,No
27,N/A,Single,Tertiary,No,6421,No,No,Telephone,28,January,147,4,-1,0,N/A,No
26,Admin.,Single,Secondary,No,443,No,No,Cellular,30,July,84,3,-1,0,N/A,No
41,Technician,Married,Secondary,No,351,Yes,No,Cellular,9,July,175,1,-1,0,N/A,No
34,Technician,Married,Tertiary,No,5060,Yes,No,Cellular,21,August,12,21,-1,0,N/A,No
39,Technician,Single,Tertiary,No,-41,No,Yes,Cellular,25,August,40,15,-1,0,N/A,No
27,Services,Single,Secondary,No,-124,No,No,Cellular,18,July,217,1,-1,0,N/A,No
31,Blue-collar,Married,Secondary,No,79,Yes,Yes,Cellular,23,July,235,11,-1,0,N/A,No
44,Unemployed,Single,Secondary,No,3945,No,No,Cellular,28,January,255,1,-1,0,N/A,No
55,Retired,Married,Tertiary,No,197,No,Yes,Cellular,8,July,256,1,-1,0,N/A,No
51,Blue-collar,Divorced,Primary,No,837,No,No,Telephone,30,July,41,2,-1,0,N/A,No
50,Management,Married,Tertiary,No,-94,No,Yes,N/A,25,June,75,1,-1,0,N/A,No
30,Services,Married,Secondary,No,1743,Yes,No,Cellular,5,February,192,4,-1,0,N/A,No
46,Technician,Married,Secondary,No,57,No,No,N/A,28,May,796,1,-1,0,N/A,Yes
49,Admin.,Married,Secondary,No,635,No,No,Cellular,25,August,220,3,-1,0,N/A,No
56,Retired,Married,Secondary,No,-113,Yes,Yes,Cellular,12,August,614,2,-1,0,N/A,No
47,Admin.,Divorced,Secondary,No,225,No,No,Cellular,28,August,1126,4,-1,0,N/A,Yes
30,Admin.,Married,Secondary,No,124,No,No,Telephone,16,June,161,2,-1,0,N/A,No
36,Entrepreneur,Single,Secondary,No,475,No,No,Cellular,25,July,141,3,-1,0,N/A,No
40,Management,Married,Tertiary,No,-7,No,Yes,Telephone,25,July,697,1,-1,0,N/A,No
37,Technician,Single,Secondary,Yes,375,No,No,N/A,9,June,223,2,-1,0,N/A,No
42,Admin.,Divorced,Secondary,No,936,No,No,Cellular,30,January,931,1,-1,0,N/A,Yes
45,Technician,Married,Secondary,No,1415,Yes,No,Cellular,17,November,483,1,116,1,Failure,No
34,Unemployed,Single,Secondary,No,0,No,No,Cellular,17,November,63,2,-1,0,N/A,No
27,Admin.,Single,Secondary,No,3638,No,No,Cellular,11,July,271,5,-1,0,N/A,No
30,Blue-collar,Married,Secondary,No,-99,Yes,No,Cellular,15,May,144,5,-1,0,N/A,No
32,Technician,Married,Secondary,No,167,Yes,Yes,Cellular,8,August,79,3,-1,0,N/A,No
46,Housemaid,Married,Primary,No,19,Yes,No,Telephone,21,July,171,1,-1,0,N/A,No
29,Self-employed,Married,Tertiary,No,242,Yes,No,Cellular,18,July,73,4,-1,0,N/A,No
53,N/A,Married,N/A,No,13,No,No,Telephone,28,January,69,1,-1,0,N/A,No
32,Technician,Married,Secondary,No,286,No,No,Cellular,20,April,60,1,343,4,Failure,No
49,Unemployed,Married,Secondary,No,769,Yes,No,N/A,14,May,257,1,-1,0,N/A,No
35,Management,Married,Tertiary,No,93,No,No,Cellular,4,May,198,2,88,1,other,No
38,Blue-collar,Married,Secondary,No,1663,Yes,No,Cellular,13,April,217,3,327,1,Failure,No
39,Entrepreneur,Married,Primary,No,238,Yes,Yes,Cellular,19,November,134,1,-1,0,N/A,No
34,Technician,Single,Secondary,No,2178,Yes,No,Cellular,26,May,41,1,-1,0,N/A,No
42,Blue-collar,Married,Primary,No,792,Yes,Yes,Cellular,19,November,611,2,175,12,other,No
35,Blue-collar,Single,N/A,No,871,Yes,No,N/A,6,June,216,3,-1,0,N/A,No
60,Admin.,Married,Secondary,No,1025,No,No,Cellular,6,August,388,8,-1,0,N/A,No
57,Technician,Divorced,Secondary,No,63,Yes,No,N/A,5,May,242,1,-1,0,N/A,No
31,Blue-collar,Single,Secondary,No,16,No,No,Cellular,7,July,387,1,-1,0,N/A,No
29,Management,Single,Secondary,No,417,No,No,Cellular,7,October,90,1,-1,0,N/A,No
41,Services,Married,Secondary,No,3992,Yes,No,Telephone,20,November,281,2,-1,0,N/A,No
46,Blue-collar,Married,Primary,No,2749,Yes,No,Cellular,17,November,332,1,-1,0,N/A,No
33,Technician,Married,Secondary,No,133,No,No,Cellular,4,May,218,1,-1,0,N/A,Yes
32,Blue-collar,Single,Secondary,No,1721,Yes,No,N/A,21,May,650,2,-1,0,N/A,No
54,Management,Divorced,Tertiary,No,2171,Yes,Yes,Telephone,18,November,1034,1,-1,0,N/A,Yes
37,Services,Married,Secondary,No,4760,Yes,No,Cellular,8,May,182,2,169,2,Failure,No
32,Technician,Single,Secondary,No,2979,No,No,Cellular,25,May,156,1,-1,0,N/A,No
43,Management,Married,Tertiary,No,690,Yes,No,Cellular,6,August,171,3,-1,0,N/A,No
50,Blue-collar,Divorced,Secondary,No,203,Yes,No,Telephone,19,November,265,1,127,4,other,No
34,Blue-collar,Married,Secondary,No,322,Yes,No,Cellular,20,April,10,3,-1,0,N/A,No
31,Admin.,Divorced,Secondary,No,1210,No,No,Cellular,16,July,350,1,-1,0,N/A,No
43,Self-employed,Married,Secondary,No,634,Yes,No,Cellular,17,November,65,1,131,1,Failure,No
49,Entrepreneur,Married,Secondary,No,273,No,No,Cellular,23,July,58,1,-1,0,N/A,No
22,Student,Single,N/A,No,47,No,No,Cellular,3,July,69,3,-1,0,N/A,No
35,Management,Married,Tertiary,No,1100,No,Yes,Cellular,29,January,127,2,-1,0,N/A,No
56,Admin.,Married,Secondary,No,0,Yes,No,Telephone,19,November,154,2,-1,0,N/A,No
53,Blue-collar,Married,Secondary,No,0,No,No,Telephone,31,July,36,4,-1,0,N/A,No
54,Entrepreneur,Married,Tertiary,No,1544,No,Yes,Cellular,5,February,85,7,196,3,Failure,No
32,Services,Single,N/A,No,6145,Yes,No,Cellular,14,May,362,1,287,13,Failure,No
41,Self-employed,Married,Secondary,No,28,Yes,No,Cellular,11,May,49,1,-1,0,N/A,No
